Name,Latitude,Longitude,Purpose,River,Nearest City,District,Elevation,Monsoon Intensity,Type,Length (m),Max Height above Foundation (m),Slope(%),Seismic_Zone,SoilType_Main,SoilType_Secondary,NearestRiver,RiverDistance(km),RiverFlowRate(m/day),Rainfall_2020,Rainfall_2021,Rainfall_2022,Rainfall_2023,Rainfall_2024,Rainfall_5yr_Avg,MonsoonIntensityAvg(mm/wet_day),Avg_NDVI_Last5Years,Geological_Suitability_Score,Climatic_Effect_Score,Overall_Suitability_Score,Geological_Suitability_Category,Climatic_Effect_Category,Overall_Suitability_Category,Rainfall_StdDev_5yr,Max_Annual_Rainfall,Min_Annual_Rainfall,NDVI_StdDev_5yr,NDVI_Trend_5yr
Dedarani Dam,23.8155,68.7694,Irrigation,Bakrod Nadi,Lakhpat,Kachchh,26.0,,Earthen,801.95,14.1,2.7027,5,Cambisols,Arenosols,,,,460.0,286.9,599.3,417.1,614.1,475.48,19.16,,54,50,52.4,Fair,Fair,Fair,135.79135465853489,614.1,286.9,,
Dedhia Dam,22.9841,69.1224,Irrigation,Local Stream,Mandvi,Kachchh,32.0,,Earthen,2021.34,12.97,3.6036,5,Vertisols,Fluvisols,,,,1029.2,692.5,891.8,858.0,1291.6,952.62,21.76,,59,55,57.4,Fair,Fair,Fair,224.21327346970338,1291.6,692.5,,
Demali Dam,22.95,73.6344,Irrigation,Kotar,Shehera,Panch Mahals,129.0,,Earthen,760.0,13.12,0.9009,3,Vertisols,Cambisols,,,,1414.5,1160.4,921.7,1229.6,1388.3,1222.9,17.03,,75,60,69.0,Good,Moderate,Moderate,199.21113171708046,1414.5,921.7,,
Demi I Dam,22.6386,70.7541,Irrigation,Demi,Morbi,Rajkot,60.0,,Earthen / Gravity & Masonry,4023.0,17.0,1.8018,4,Vertisols,Cambisols,,,,1217.8,961.8,969.6,779.8,1291.1,1044.02,22.37,,70,60,66.0,Good,Moderate,Moderate,208.18182437475178,1291.1,779.8,,
Demi II Dam,22.7072,70.7286,Irrigation,Demi,Morbi,Rajkot,39.0,,Earthen / Gravity & Masonry,3675.0,16.2,0.0,4,Unknown,Unknown,,,,1165.7,1022.4,971.6,779.0,1263.0,1040.34,21.6,,57,60,58.2,Fair,Moderate,Fair,186.17077643926828,1263.0,779.0,,
Demi III Dam,22.7425,70.6094,Irrigation,,Jodiya,Jamnagar,23.0,,Earthen,70.0,18.5,2.7027,4,Vertisols,Cambisols,,,,1056.7,999.2,950.9,765.8,1304.0,1015.32,21.23,,64,60,62.4,Moderate,Moderate,Moderate,194.7552746397386,1304.0,765.8,,
Deo Dam,22.5044,73.4711,"Flood Control,Irrigation",Dhadhar,Halol,Panch Mahals,107.0,,Earthen / Gravity & Masonry,2385.0,26.15,0.9009,3,Vertisols,Luvisols,,,,1106.0,1166.7,1046.1,1133.0,1493.5,1189.06,15.61,,75,65,71.0,Good,Moderate,Good,175.8287035725396,1493.5,1046.1,,
Devalia Dam,23.0588,69.96,Irrigation,Machu,Anjar,Kachchh,82.0,,Earthen,2514.0,13.0,1.8018,5,Vertisols,Cambisols,,,,731.2,684.1,929.2,699.9,969.7,802.82,21.84,,65,60,63.0,Moderate,Moderate,Moderate,135.68090138261908,969.7,684.1,,
Devedhari Dam,22.1152,71.4833,Irrigation,T/Keri,Jasdan,Rajkot,149.0,,Earthen,137.0,13.7,1.8018,3,Vertisols,Cambisols,,,,887.5,880.4,658.9,600.9,1276.3,860.8,16.31,,75,60,69.0,Good,Moderate,Moderate,265.54139037069154,1276.3,600.9,,
Devsar Dam,23.3719,69.3166,Irrigation,Local River,Nakhtarana,Kachchh,92.0,,Earthen,1430.0,15.77,0.9009,5,Luvisols,Vertisols,,,,847.5,458.1,605.8,631.2,795.7,667.66,21.15,,65,50,59.0,Moderate,Fair,Fair,156.3713944428456,847.5,458.1,,
Dhameli Dam,21.7266,71.3844,Irrigation,Rangholi Nadi,Lathi Damnagar,Amreli,120.0,,Earthen,640.0,12.5,1.8018,3,Vertisols,Cambisols,,,,1182.1,935.7,665.2,581.1,1355.4,943.9,16.41,,75,55,67.0,Good,Fair,Moderate,329.9379714431184,1355.4,581.1,,
Dhamnod Dam,22.9511,73.6272,Irrigation,Kotar,Shehera,Panch Mahals,128.0,,Earthen,725.0,12.0,0.0,3,Vertisols,Luvisols,,,,1414.5,1160.4,921.7,1229.6,1388.3,1222.9,17.03,,75,60,69.0,Good,Moderate,Moderate,199.21113171708046,1414.5,921.7,,
Dhamod Dam,23.1108,73.4469,Irrigation,Kotar,Lunavada,Panch Mahals,94.0,,Earthen,1160.0,16.0,2.7027,3,Vertisols,Cambisols,,,,945.8,1189.2,874.2,1277.0,1333.7,1123.98,15.96,,72,65,69.2,Good,Moderate,Moderate,203.58622743201468,1333.7,874.2,,
Dhaneti Dam,23.2841,69.6819,Irrigation,Local Stream,Bhuj,Kachchh,80.0,,Earthen,1160.0,13.0,0.9009,5,Luvisols,Cambisols,,,,642.4,583.9,660.2,602.9,759.2,649.72,19.32,,60,60,60.0,Moderate,Moderate,Moderate,68.32581503355817,759.2,583.9,,
Dhaniyawala Dam,22.0452,73.7319,Irrigation,T Narmada,Naswadi,Vadodara,73.0,,Earthen,515.0,12.95,5.4054,3,Vertisols,Luvisols,,,,1127.2,1150.6,1099.6,1129.8,1711.8,1243.8,15.25,,68,60,64.8,Moderate,Moderate,Moderate,262.2477073303025,1711.8,1099.6,,
Dhanora Dam,22.38,73.1024,Irrigation,Local Stream,Waghoriya,Vadodara,37.0,,Earthen,1829.0,15.0,1.8018,3,Vertisols,Cambisols,,,,1133.8,1083.4,971.2,995.3,1585.3,1153.8,17.15,,72,65,69.2,Good,Moderate,Moderate,250.0067099099542,1585.3,971.2,,
Dhansarvav Dam,22.5041,73.4711,Irrigation,Kotar,Halol,Panch Mahals,106.0,,Earthen,2025.0,12.19,0.0,3,Vertisols,Luvisols,,,,1106.0,1166.7,1046.1,1133.0,1493.5,1189.06,15.61,,75,65,71.0,Good,Moderate,Good,175.8287035725396,1493.5,1046.1,,
Dhareshi Dam,23.6794,68.8677,Irrigation,Korawadi Nadi,Lakhpat,Kachchh,70.0,,Earthen,1570.0,10.73,0.0,5,Luvisols,Arenosols,,,,457.3,324.9,630.1,491.5,706.4,522.04,19.17,,55,50,53.0,Fair,Fair,Fair,149.71114854946507,706.4,324.9,,
Dhari Dam,22.0513,71.2088,Irrigation,Sukhbhadar,Jasdan,Rajkot,197.0,,Earthen / Gravity & Masonry,909.0,29.28,1.8018,3,Vertisols,Cambisols,,,,962.5,950.2,671.3,623.7,1453.7,932.28,16.01,,75,55,67.0,Good,Fair,Moderate,330.3200599418691,1453.7,623.7,,
Dhariya Dam,22.4436,73.6652,,Kotar,Halol,Panch Mahals,196.0,,Earthen,227.0,44.0,32.4324,3,Leptosols,Vertisols,,,,1061.3,1241.9,1082.6,1108.0,1531.4,1205.04,14.6,,63,55,59.8,Moderate,Fair,Fair,195.537088553553,1531.4,1061.3,,
DhatarwadiI Dam,21.0291,71.4241,Irrigation,Dhatarwadi,Rajula,Amreli,28.0,,Earthen,5258.0,25.0,2.7027,3,Vertisols,Cambisols,,,,972.1,1233.9,804.9,835.6,1230.6,1015.42,15.37,,69,65,67.4,Moderate,Moderate,Moderate,207.70560175402107,1233.9,804.9,,
DhatarwadiII Dam,21.0383,71.4205,Irrigation,Dhatarwadi,Rajula,Amreli,31.0,,Earthen,3369.0,21.79,0.9009,3,Vertisols,Cambisols,,,,972.1,1233.9,804.9,835.6,1230.6,1015.42,15.37,,72,65,69.2,Good,Moderate,Moderate,207.70560175402107,1233.9,804.9,,
Dhavada Dam,23.3097,69.3238,Irrigation,Local River,Nakhtarana,Kachchh,140.0,,Earthen,1347.56,14.7,2.7027,5,Luvisols,Vertisols,,,,910.0,530.8,655.7,655.3,851.8,720.72,21.77,,62,55,59.2,Moderate,Fair,Fair,156.19368425131663,910.0,530.8,,
Dhingalwada Dam,23.355,73.768,Irrigation,Kota,Santrampur,Panch Mahals,139.0,,Earthen,439.0,22.0,4.5045,3,Vertisols,Luvisols,,,,1012.9,1321.0,932.7,1319.4,1486.1,1214.42,16.43,,72,60,67.2,Good,Moderate,Moderate,232.46859357771316,1486.1,932.7,,
Dholi Dam,21.7163,73.3277,Irrigation,Madhumati,Jhagadia,Bharuch,135.0,,Earthen,1280.0,36.0,0.0,3,Unknown,Unknown,,,,1258.0,1312.8,1212.0,1031.1,1816.4,1326.06,15.31,,63,60,61.8,Moderate,Moderate,Moderate,293.79090864082235,1816.4,1031.1,,
Dhrafad Dam,21.3472,70.7052,Irrigation,,Visavadar,Junagadh,115.0,,Earthen,3785.0,16.05,0.0,3,Vertisols,Cambisols,,,,1278.2,1169.0,746.8,830.9,1286.8,1062.34,16.67,,75,60,69.0,Good,Moderate,Moderate,255.67760558953927,1286.8,746.8,,
Dhrufania Dam,21.7294,71.5538,Irrigation,Localstream,Lathi Damnagar,Amreli,82.0,,Earthen,549.0,11.0,0.0,3,Vertisols,Cambisols,,,,1075.0,985.8,776.8,636.2,1383.8,971.52,17.05,,75,60,69.0,Good,Moderate,Moderate,287.76822618211344,1383.8,636.2,,
Dhunai Dam,23.0577,69.4936,Irrigation,Local Stream,Mandvi,Kachchh,120.0,,Earthen,375.3,25.29,0.0,5,Vertisols,Cambisols,,,,1221.7,768.3,809.7,818.6,1024.0,928.46,21.64,,65,60,63.0,Moderate,Moderate,Moderate,191.66505419611582,1221.7,768.3,,
Diwaniya Dunger Dam,24.1741,72.4302,Irrigation,T Of Banas,Palanpur,Banas Kantha,218.0,,Earthen,525.0,22.0,1.8018,3,Cambisols,Vertisols,,,,920.7,1123.1,1013.3,1005.8,781.8,968.94,17.17,,72,65,69.2,Good,Moderate,Moderate,126.92542298531053,1123.1,781.8,,
Dodfavanta Dam,23.3188,73.6161,Irrigation,Kotar,Lunavada,Panch Mahals,139.0,,Earthen,175.0,26.9,0.9009,3,Vertisols,Luvisols,,,,951.1,1260.4,921.0,1423.3,1359.3,1183.02,16.62,,75,65,71.0,Good,Moderate,Good,233.0440666483487,1423.3,921.0,,
Domda M.I Dam,22.2825,70.5597,Irrigation,T/Und,Lodhi Ka Mahal,Rajkot,107.0,,Earthen,1400.0,14.0,0.9009,4,Vertisols,Cambisols,,,,1248.6,968.1,958.8,704.0,1291.0,1034.1,20.64,,70,55,64.0,Good,Fair,Moderate,240.31227600769793,1291.0,704.0,,
Don Dam,22.833,69.3555,Irrigation,Kharod,Mandvi,Kachchh,8.0,,Earthen,1130.0,22.25,0.0,5,Vertisols,Cambisols,,,,1460.0,706.2,829.1,960.6,1629.0,1116.98,25.23,,58,45,52.8,Fair,Poor,Fair,404.93734330140506,1629.0,706.2,,
Doswada Dam,21.1241,73.5224,Irrigation,Mindhola,Songadh,Tapi,119.0,,Earthen,573.0,17.38,0.0,3,Unknown,Unknown,,,,1376.5,1841.0,1346.0,959.9,1734.7,1451.62,16.12,,65,55,61.0,Moderate,Fair,Moderate,350.1207748763275,1841.0,959.9,,
Dundelav Dam,22.348,73.4613,Irrigation,Kotar,Waghoriya,Vadodara,74.0,,Earthen,499.0,21.8,0.9009,3,Vertisols,Luvisols,,,,1178.6,1082.4,1076.4,1142.4,1648.4,1225.64,16.34,,75,60,69.0,Good,Moderate,Moderate,240.1343124170305,1648.4,1076.4,,
Edalwada Dam,22.6822,74.065,Irrigation,Naleshwar,Limkheda,dahod,246.0,,Earthen / Gravity & Masonry,154.0,21.42,1.8018,3,Vertisols,Luvisols,,,,1152.2,1374.9,1031.2,1223.7,1515.0,1259.4,15.1,,72,60,67.2,Good,Moderate,Moderate,189.41566725062634,1515.0,1031.2,,
Ekalia Dam,21.7197,71.9597,Irrigation,Localstream,Sihor,Bhavnagar,49.0,,Earthen,314.0,17.0,2.7027,3,Vertisols,Cambisols,,,,1012.8,1181.3,817.0,675.4,1457.0,1028.7,16.92,,69,60,65.4,Moderate,Moderate,Moderate,306.8461503750699,1457.0,675.4,,
Facharia Dam,23.0011,69.7675,Irrigation,Local Stream,Mundra,Kachchh,70.0,,Earthen,627.99,10.76,0.9009,5,Vertisols,Cambisols,,,,766.3,789.2,862.4,739.3,1026.5,836.74,21.05,,65,60,63.0,Moderate,Moderate,Moderate,115.52455583121713,1026.5,739.3,,
Faddanbeti Dam,22.3897,70.9997,Irrigation,Beti,Rajkot,Rajkot,160.0,,Earthen / Gravity & Masonry,4760.0,14.36,0.9009,3,Vertisols,Cambisols,,,,1026.5,1011.4,880.0,659.9,1491.7,1013.9,19.42,,75,60,69.0,Good,Moderate,Moderate,304.837276263911,1491.7,659.9,,
Fakirwadi Dam,23.2658,69.6783,Irrigation,Local River,Bhuj,Kachchh,89.0,,Earthen,408.0,18.11,3.6036,5,Luvisols,Vertisols,,,,687.3,636.4,732.9,682.8,780.7,704.02,20.73,,62,55,59.2,Moderate,Fair,Fair,54.80918718609138,780.7,636.4,,
Falku Dam,22.9547,71.4225,Irrigation,Falku,Dhrangadhra,Surendranagar,58.0,,Earthen / Gravity & Masonry,4710.0,18.35,2.7027,4,Unknown,Unknown,,,,1301.7,923.0,841.3,682.7,882.0,926.14,20.22,,57,55,56.2,Fair,Fair,Fair,228.83638915172563,1301.7,682.7,,
Faradi Dam,22.94,69.5127,Irrigation,Mandvi,Mandvi,Kachchh,60.0,,Earthen,2017.0,17.4,1.8018,5,Vertisols,Luvisols,,,,1444.5,808.7,835.8,815.9,1156.3,1012.24,23.64,,65,55,61.0,Moderate,Fair,Moderate,282.2724712046855,1444.5,808.7,,
Farera Dam,21.4686,70.0077,Irrigation,Satnera,Una,Junagadh,9.0,,Earthen,595.0,10.9,0.0,3,Vertisols,Cambisols,,,,1682.4,1137.0,1067.6,1181.4,1560.5,1325.78,21.38,,68,55,62.8,Moderate,Fair,Moderate,276.32032498533295,1682.4,1067.6,,
Fatehgadh Dam,23.7022,70.8461,Irrigation,Malan,Rapar,Kachchh,30.0,,Earthen,4130.0,17.13,1.8018,5,Arenosols,Cambisols,,,,596.5,508.3,641.2,685.3,489.1,584.08,17.66,,57,55,56.2,Fair,Fair,Fair,84.30042704518166,685.3,489.1,,
Fodaraness Dam,21.6833,69.7436,Irrigation,Bhersanwan,Ranavav,Porbandar,24.0,,,3350.0,26.45,0.9009,3,Vertisols,Cambisols,,,,1671.5,1059.7,913.7,1090.9,1734.7,1294.1,19.7,,72,55,65.2,Good,Fair,Moderate,379.96607743323614,1734.7,913.7,,
Fulra Dam,23.2652,69.4486,Irrigation,Trambo Nadi,Bhuj,Kachchh,168.0,,Earthen,750.0,19.0,1.8018,5,Leptosols,Vertisols,,,,838.6,525.2,647.6,659.0,838.9,701.86,21.11,,65,55,61.0,Moderate,Fair,Moderate,135.5246029324565,838.9,525.2,,
Fulzar I Dam,22.2425,70.2733,Irrigation,Fulzar,Kalavad,Jamnagar,101.0,,Earthen / Gravity & Masonry,1932.0,25.41,1.8018,4,Vertisols,Cambisols,,,,1158.0,901.4,883.4,660.2,1314.7,983.54,21.2,,70,55,64.0,Good,Fair,Moderate,255.6496587128565,1314.7,660.2,,
Fulzar II Dam,22.2383,69.8102,Irrigation,Fulzar,Lalpur,Jamnagar,47.0,,Earthen / Gravity & Masonry,1660.0,17.07,1.8018,4,Vertisols,Cambisols,,,,1133.6,1174.8,763.3,718.0,1258.6,1009.66,22.18,,67,55,62.2,Moderate,Fair,Moderate,250.1810704270009,1258.6,718.0,,
Gadhada Rasaji Dam,22.5616,70.4222,Irrigation,Local River,Dhrol,Jamnagar,32.0,,Earthen,328.25,17.6,2.7027,4,Vertisols,Luvisols,,,,1217.1,967.6,887.1,755.2,1251.3,1015.66,21.89,,64,60,62.4,Moderate,Moderate,Moderate,213.7645503819564,1251.3,755.2,,
Gadhki Dam,22.1136,69.4586,Irrigation,Saraswati,Khambhaliya,Jamnagar,24.0,,Earthen / Gravity & Masonry,2560.0,36.0,1.8018,4,Vertisols,Cambisols,,,,1759.7,1010.5,804.9,922.5,1473.8,1194.28,26.2,,65,45,57.0,Moderate,Poor,Fair,405.3046533164898,1759.7,804.9,,
Gajansagar Dam,23.3427,69.2669,Irrigation,,Nakhtarana,Kachchh,136.0,,Earthen,597.4,23.16,1.8018,5,Luvisols,Regosols,,,,847.5,458.1,605.8,631.2,795.7,667.66,21.15,,55,50,53.0,Fair,Fair,Fair,156.3713944428456,847.5,458.1,,
Gajod Dam,22.8138,69.6375,Irrigation,Nagmati,Mundra,Kachchh,5.0,,Earthen,1036.32,21.03,0.0,5,Vertisols,Cambisols,,,,1319.3,774.9,912.8,843.8,1427.8,1055.72,24.8,,58,55,56.8,Fair,Fair,Fair,296.6959841319056,1427.8,774.9,,
Galath Dam,21.5527,70.705,Irrigation,Vartu,Bhesan Mahal,Junagadh,134.0,,Earthen / Gravity & Masonry,3108.0,24.34,5.4054,3,Vertisols,Cambisols,,,,1262.3,1131.6,888.7,1055.0,1314.0,1130.32,18.55,,68,65,66.8,Moderate,Moderate,Moderate,169.71448671224266,1314.0,888.7,,
Gaurishankar Lake Dam,21.7436,72.1152,,,Bhavnagar,Bhavnagar,27.0,,,,,0.0,3,Vertisols,Cambisols,,,,1057.6,1183.0,843.5,705.9,1521.8,1062.36,16.81,,62,60,61.2,Moderate,Moderate,Moderate,316.4748062642586,1521.8,705.9,,
Gautameshwar Lake Dam,21.6944,71.948,,,Sihor,Bhavnagar,57.0,,,,,0.0,3,Vertisols,Leptosols,,,,1012.8,1181.3,817.0,675.4,1457.0,1028.7,16.92,,65,60,63.0,Moderate,Moderate,Moderate,306.8461503750699,1457.0,675.4,,
Gebanshapir Dam,21.9022,70.0352,Irrigation,Fulzer,Jam Jodhpur,Jamnagar,96.0,,Earthen,221.0,13.7,0.9009,3,Vertisols,Cambisols,,,,1336.0,898.0,826.6,864.5,1484.0,1081.82,20.34,,75,55,67.0,Good,Fair,Moderate,305.1684977188832,1484.0,826.6,,
Ghee Dam,22.1808,69.6547,Irrigation,Brhamani,Khambhaliya,Jamnagar,42.0,,Earthen / Gravity & Masonry,2141.0,15.0,0.0,4,Unknown,Unknown,,,,1360.6,1183.9,755.2,876.8,1341.9,1103.68,24.34,,57,55,56.2,Fair,Fair,Fair,274.82028127487246,1360.6,755.2,,
Ghela Somnath/ Ghelo(S) Dam,22.0913,71.3511,,Ghelo,Jasdan,Rajkot,204.0,,Earthen,883.0,19.43,3.6036,3,Vertisols,Luvisols,,,,908.0,870.8,687.6,604.3,1257.0,865.54,16.62,,69,60,65.4,Moderate,Moderate,Moderate,252.47793566963432,1257.0,604.3,,
Ghelo(I) Dam,21.8822,71.8761,Irrigation,Ghelo,Babra,Amreli,11.0,,Earthen,883.0,21.18,2.7027,3,Vertisols,Cambisols,,,,1161.1,1052.6,839.2,806.0,1577.4,1087.26,19.21,,65,60,63.0,Moderate,Moderate,Moderate,311.260273726025,1577.4,806.0,,
Ghodadharoi Dam,22.8494,70.9991,Irrigation,Ghodadharoi,Morbi,Rajkot,76.0,,Earthen / Gravity & Masonry,2801.0,28.49,0.9009,4,Vertisols,Cambisols,,,,1111.9,986.3,862.2,649.9,1227.9,967.64,21.94,,70,55,64.0,Good,Fair,Moderate,224.14878540826408,1227.9,649.9,,
Godechi Dam,22.4238,71.1869,Irrigation,T/Sukhbhadar,Chotila,Surendranagar,195.0,,Earthen,685.0,14.0,0.0,3,Vertisols,Cambisols,,,,950.7,966.0,752.8,639.5,1411.9,944.18,18.64,,75,60,69.0,Good,Moderate,Moderate,295.26971907054747,1411.9,639.5,,
Godhatad Dam,23.6386,68.6505,Irrigation,Matiarewali,Lakhpat,Kachchh,35.0,,Earthen,1060.0,24.0,0.9009,5,Cambisols,Vertisols,,,,510.1,330.5,657.6,481.0,601.1,516.06,21.0,,62,45,55.2,Moderate,Poor,Fair,125.46175911408226,657.6,330.5,,
Gokhalana Dam,21.9844,71.2747,Irrigation,Local Vangha,Jasdan,Rajkot,204.0,,Earthen,635.0,19.0,0.0,3,Vertisols,Cambisols,,,,978.0,890.2,638.2,581.3,1348.6,887.26,16.73,,72,55,65.2,Good,Fair,Moderate,306.8873539264855,1348.6,581.3,,
Goma Dam,22.248,71.5011,Irrigation,Goma,Botad,Bhavnagar,128.0,,Earthen,3083.48,20.87,0.9009,3,Vertisols,Cambisols,,,,881.6,897.5,726.0,636.5,1410.0,910.32,17.75,,75,60,69.0,Good,Moderate,Moderate,299.8418533160439,1410.0,636.5,,
Gondali Dam,22.0494,70.8902,Irrigation,Gondali,Kotda Sangani,Rajkot,174.0,,Earthen / Gravity & Masonry,1630.0,24.34,0.0,3,Vertisols,Cambisols,,,,1088.6,945.6,780.5,785.3,1557.7,1031.54,17.58,,75,60,69.0,Good,Moderate,Moderate,320.6014238895392,1557.7,780.5,,
Goyala Dam,23.2566,68.8277,Irrigation,Sugandhi,Abdasa,Kachchh,20.0,,Earthen,1318.0,11.81,2.7027,5,Arenosols,Cambisols,,,,855.0,574.2,681.2,709.1,973.4,758.58,21.84,,54,55,54.4,Fair,Fair,Fair,156.42599528211414,973.4,574.2,,
Goyasundal Dam,22.6263,73.6844,Irrigation,Kotar,Devgadh Bariya,Panch Mahals,159.0,,Earthen,756.0,26.0,1.8018,3,Vertisols,Luvisols,,,,1054.9,1138.3,1001.2,1135.4,1487.6,1163.48,14.67,,75,60,69.0,Good,Moderate,Moderate,190.1319988849851,1487.6,1001.2,,
Gugariyana Dam,23.5702,68.5097,Irrigation,Local River,Lakhpat,Kachchh,17.0,,Earthen,289.63,24.56,0.9009,5,Cambisols,Arenosols,,,,527.2,393.8,684.0,475.6,667.6,549.64,20.06,,53,45,49.8,Fair,Poor,Poor,124.73847842586504,684.0,393.8,,
Guhai Dam,23.7013,73.0505,Irrigation,Guhai,Idar,Sabar Kantha,170.0,,,3380.0,43.07,0.0,3,Vertisols,Cambisols,,,,1010.1,994.9,1065.4,1316.4,1129.9,1103.34,16.15,,73,65,69.8,Good,Moderate,Moderate,130.37673488778591,1316.4,994.9,,
Guneli Dam,22.9527,73.538,Irrigation,Desma Kotar,Shehera,Panch Mahals,99.0,,Earthen,1968.0,15.0,0.0,3,Vertisols,Cambisols,,,,1308.1,1126.6,854.3,1231.2,1376.5,1179.34,16.54,,75,65,71.0,Good,Moderate,Good,204.06688364357407,1376.5,854.3,,
Hadaf Dam,22.895,73.8902,"Irrigation,Pisciculture",Hadaf,Godhra,Panch Mahals,160.0,,Earthen,120.0,29.5,0.0,3,Unknown,Unknown,,,,1063.3,1159.9,950.9,1245.0,1399.8,1163.78,15.96,,65,65,65.0,Moderate,Moderate,Moderate,171.55998076474594,1399.8,950.9,,
Halara Dam,23.3041,70.3505,Irrigation,Local Stream,Bhachau,Kachchh,48.0,,Earthen,586.0,13.45,1.8018,5,Vertisols,Arenosols,,,,718.7,662.2,800.2,695.9,771.2,729.64,18.37,,62,60,61.2,Moderate,Moderate,Moderate,55.928910234332314,800.2,662.2,,
Hamapur Dam,21.43,71.0036,Irrigation,T/Machhu,Kunkavavvadia,Amreli,166.0,,Earthen,646.0,17.0,0.9009,3,Vertisols,Cambisols,,,,1072.7,1059.9,641.4,679.7,1213.3,933.4,17.33,,75,60,69.0,Good,Moderate,Moderate,256.60204597781365,1213.3,641.4,,
Hamipara Dam,21.5044,72.063,Irrigation,Utavali,Talaja,Bhavnagar,88.0,,Earthen,2205.0,14.8,1.8018,3,Vertisols,Cambisols,,,,944.5,1400.3,842.9,889.7,1421.3,1099.74,15.27,,75,60,69.0,Good,Moderate,Moderate,286.3215814429642,1421.3,842.9,,
Hanol Dam,21.6211,71.7422,Irrigation,,Palitana,Bhavnagar,87.0,,Earthen,13.5,13.5,0.0,3,Vertisols,Cambisols,,,,1080.5,1092.9,813.5,697.9,1462.8,1029.52,15.76,,75,60,69.0,Good,Moderate,Moderate,296.2195165751237,1462.8,697.9,,
Hansthal Dam,22.2183,69.5494,Irrigation,Local Voklo,Khambhaliya,Jamnagar,37.0,,Earthen,122.0,12.0,0.0,4,Vertisols,Fluvisols,,,,1717.3,970.0,701.5,830.1,1407.9,1125.36,25.19,,67,45,58.2,Moderate,Poor,Fair,424.6158004596626,1717.3,701.5,,
Harnav II Dam,23.985,73.2991,Irrigation,Harnav,Vijayanagar Mahal,Sabar Kantha,321.0,,Earthen,405.0,41.65,7.2072,3,Regosols,Vertisols,,,,1029.9,1146.4,1071.7,1121.2,1257.4,1125.32,14.91,,59,60,59.4,Fair,Moderate,Fair,86.43863140980426,1257.4,1029.9,,
Harwant Dam,22.3083,74.0119,Irrigation,T Narmada,Chhota Udepur,Vadodara,151.0,,Earthen,279.0,23.11,0.9009,3,Vertisols,Luvisols,,,,1045.3,1132.4,1062.9,1038.8,1530.4,1161.96,14.08,,75,60,69.0,Good,Moderate,Moderate,209.29205192744425,1530.4,1038.8,,
Hatadi Dam,22.9413,69.938,Irrigation,Chhela Nadi,Anjar,Kachchh,18.0,,Earthen,2226.0,13.85,0.0,5,Vertisols,Cambisols,,,,791.6,767.2,846.7,713.6,965.2,816.86,22.88,,58,60,58.8,Fair,Moderate,Fair,95.73660741847917,965.2,713.6,,
Hathasani Dam,22.1308,71.3655,Irrigation,T/Sukhbhadar,Jasdan,Rajkot,203.0,,Earthen,220.0,20.0,2.7027,3,Vertisols,Luvisols,,,,908.0,870.8,687.6,604.3,1257.0,865.54,16.62,,69,60,65.4,Moderate,Moderate,Moderate,252.47793566963432,1257.0,604.3,,
Hathidra Dam,24.2283,72.6033,Irrigation,T Of Banas,Palanpur,Banas Kantha,283.0,,Earthen,268.0,18.3,5.4054,3,Vertisols,Luvisols,,,,772.9,1045.8,998.1,1041.8,1020.2,975.76,14.92,,65,60,63.0,Moderate,Moderate,Moderate,114.99244757809096,1045.8,772.9,,
Hathmati Dam,23.6047,72.9547,Irrigation,Hatmati,Bhiloda,Sabar Kantha,123.0,,Earthen,993.0,23.62,12.6126,3,Cambisols,Luvisols,,,,1199.2,907.6,1113.7,1201.7,1135.7,1111.58,17.54,,60,65,62.0,Moderate,Moderate,Moderate,120.40866663160091,1201.7,907.6,,
HiranI Dam,21.1947,70.663,Irrigation,Hiran,Gir Reserved Forest,Junagadh,199.0,,Earthen,1304.6,26.21,9.9099,3,Vertisols,Cambisols,,,,1538.6,1227.6,892.5,994.7,1453.0,1221.28,15.03,,68,55,62.8,Moderate,Fair,Moderate,280.1164347195644,1538.6,892.5,,
HiranII Dam,21.0272,70.4877,Irrigation,Hiran,Talala,Junagadh,69.0,,Earthen,3107.85,24.4,0.9009,3,Vertisols,Leptosols,,,,1574.1,1149.4,1052.1,1087.3,1639.7,1300.52,16.1,,75,60,69.0,Good,Moderate,Moderate,282.7992256000713,1639.7,1052.1,,
Ingorala Dam,21.2233,71.205,Irrigation,Dedumal,Khambha Mahal,Amreli,253.0,,Earthen,492.38,19.18,2.7027,3,Vertisols,Cambisols,,,,1082.7,1252.2,629.3,840.3,1169.6,994.82,15.81,,69,60,65.4,Moderate,Moderate,Moderate,255.9280699727953,1252.2,629.3,,
Isar Dam,21.3972,73.3133,Irrigation,Mandavi Khadi,Mandvi,Surat,95.0,,Earthen,1171.0,13.6,0.0,3,Unknown,Unknown,,,,1204.3,1878.0,1327.4,1085.1,2059.6,1510.88,16.13,,65,50,59.0,Moderate,Fair,Fair,431.5134841462083,2059.6,1085.1,,
Ishwariya Dam,22.0355,71.2016,Irrigation,Saran,Jasdan,Rajkot,198.0,,Earthen / Gravity & Masonry,2147.0,15.7,0.0,3,Vertisols,Cambisols,,,,962.5,950.2,671.3,623.7,1453.7,932.28,16.01,,75,55,67.0,Good,Fair,Moderate,330.3200599418691,1453.7,623.7,,
